userName,content,score,at,appVersion
Naimtullah Khoso,Love,5,2023-10-30 21:42:39,2.8.0
Troy Wright,Amazing,5,2023-10-30 21:48:27,2.8.0
Saeed Khan,Goodgame,3,2023-10-30 21:48:40,2.8.0
Marawan Atef,ilove pubg,5,2023-10-30 21:48:51,2.8.0
Zuraida Mohamad Isa,Very fun,5,2023-11-01 10:42:47,2.8.0
Adnan Malik,BEST GAME,5,2023-10-30 21:49:34,2.8.0
Bilal khanz,This is the best game I ever had in my life  but unfortunately I want to delete this game because of my phone ,5,2023-10-30 21:49:57,2.8.0
Mu'izz Bullen,Sorry those hackers took the rest of rating stars away  Now the mobile hasnt got that many hackers but emulator had lots of them Its kinda improving quite a lot ,3,2023-10-30 21:50:44,2.8.0
Anort Ngandu,Love the game,5,2023-10-30 21:50:45,2.8.0
Simeon Patterson,I love pubg so much,5,2023-10-31 10:02:27,2.8.0
Jason,Awesome game Geaux Tigers,5,2023-11-01 10:43:43,2.8.0
Muhammad aqeel,I love it,5,2023-11-01 15:11:37,2.8.0
Mansoor Khan,Updating problem login issue,1,2023-11-01 10:44:34,2.8.0
Google playstores,Nice,5,2023-11-01 15:10:14,2.8.0
Nistelrooy Stanley,Well stress reliever and no need to worry abt ranking status,5,2023-10-31 10:02:04,2.8.0
Abraham ChristopherLucas,Good game bt fix some issues plz,4,2023-10-30 20:56:06,2.8.0
Muhyeddeen Abdullah,  ,5,2023-10-30 20:54:30,2.8.0
Benci & Marci,Favourite game  cant stop playing it,5,2023-10-30 20:53:59,2.8.0
Truworths75onPleinnight Supercare,Very nice game but i dont like it sometimes when the game is glidging but is a very nice or the game is being hacked im not sure but i do love this game,5,2023-10-30 20:12:19,2.8.0
BD Gaming YT,Good game but low end device had a many many lag ,4,2023-10-31 10:48:42,2.8.0
Nasreen Yousuff,Entertainment game,5,2023-10-30 20:15:58,2.8.0
hassan khalid,Im a old player but the optimization after uptade is getting worse so plz fix or you will lose your players,5,2023-10-31 10:45:27,2.8.0
Saif Afridi,Nice,5,2023-10-30 20:17:36,2.8.0
Powr Nikan,extortionary game,5,2023-10-31 10:45:08,2.8.0
TMG ZEESHAN,Excellent,5,2023-11-01 10:21:50,2.8.0
ツ،Godzilla،ツツ،Godzilla،ツ,Amazing ,5,2023-10-30 20:17:45,2.8.0
Ms Dabit,I like this just something time is pass pubg,2,2023-10-31 10:41:33,2.8.0
Arr Set Man,This is good,5,2023-11-01 15:24:23,2.8.0
Mr Khan,Love you all PubG Loves ,5,2023-10-30 20:22:06,2.8.0
Vic Gaming,Lots of fun challenging but rewarding the more you play,5,2023-11-01 10:23:03,2.8.0
Anton Sudeera,Nice game,5,2023-11-01 15:24:20,2.8.0
Saleem Malik,i was free fire lover but pubg is fathr of free fire,5,2023-11-01 10:25:32,2.8.0
Abdisalam Abdiqani,So much fun,5,2023-10-31 10:39:59,2.8.0
David Enyew,Play it I will totally approve of this ,5,2023-11-01 15:22:53,2.8.0
Ahsan Gilani,Awesome,5,2023-10-31 10:39:49,2.8.0
Ahmed Omar,Great game thx,5,2023-10-31 10:39:33,2.8.0
Brahim Brahim,lot of lag,4,2023-10-31 10:39:22,2.8.0
Zia Ur Rehman,Game is good but there is low chances of getting reward nearly no chances ,4,2023-10-30 20:24:06,2.8.0
Uzair Ali,Good game,5,2023-11-01 10:28:01,2.8.0
queen queen,Its amazing game ,5,2023-10-30 20:13:48,2.8.0
Muhammad Khalid,Nice,5,2023-10-31 10:48:44,2.8.0
ZAYD BAILEY,Pubg all I can say is blast of a time,5,2023-11-01 10:35:38,2.8.0
Aqsa Angel,I like it but this season I dont like because this is a boring season,4,2023-10-30 20:11:18,2.8.0
D͜͡ES 2022,After last update the game become very laggyyy,4,2023-10-31 10:53:47,2.8.0
MUHAMMAD BILAL RAZA Mughal,Amazing experience in there it releases my enxity and inner pressure,5,2023-10-30 20:01:54,2.8.0
Bernozier Benjamin,Awesome,5,2023-10-30 20:02:25,2.8.0
Naqash Shafique,I M love in it,5,2023-10-30 20:03:08,2.8.0
Niño Sy,Very nice,5,2023-10-31 10:52:19,2.8.0
Hassan Ali,good game for free time,5,2023-10-30 20:04:05,2.8.0
Adlen Jerbi,I like the game and how its uniquely built and I appreciate the efforts made to always come up with new themes and innovation keep up the good work and a big big thank you,4,2023-10-30 20:05:09,2.8.0
Ahmad Khan,I know love,5,2023-11-01 15:25:04,2.8.0
CaptShani77 7,Great game  best game,5,2023-10-30 20:05:30,2.8.0
Emmanuel Ndaba,Only problem i have is sometimes its failing to play the app refusing to login all that it sucks but otherwise its awesome,4,2023-10-30 20:06:08,2.8.0
Rup Kumari Pithakote,This game is best game compared to free fire and mobile legend bang bang,5,2023-10-31 10:50:55,2.8.0
Mrdior Jos,Great I love it,5,2023-11-01 10:17:48,2.8.0
Faizan Ali,This Is My Favourite Game,5,2023-10-31 10:50:53,2.8.0
Ayaan Baloch,I Love This Game,5,2023-10-30 20:07:26,2.8.0
Shoaib Riaz,Such a lovely game  Perfect graphics  Smooth gameplay,5,2023-10-31 10:50:51,2.8.0
Md Azijul Islam,Good,5,2023-10-30 20:08:17,2.8.0
Irfan Baloch,The game of bast game,5,2023-10-31 10:50:12,2.8.0
Kaung Kaung,I like pubg,1,2023-11-01 10:18:16,2.8.0
Hafiz Awais,Best Game on Planet Earth Batter to play this game rather on playing with the feelings of peoples ,5,2023-10-30 20:09:05,2.8.0
Tmg Yba,Spray power mp4  gun,5,2023-10-30 20:10:04,2.8.0
Ephantus Kim,the game is not letting me in tried with Facebook email and phone number its just giving a 611 of Authentication revoked,1,2023-11-01 10:20:23,2.8.0
Zeus Zee,Not fair game,1,2023-10-30 20:28:01,2.8.0
Luke Lopesi,This simple but effective game is fun and exciting and most is fair,5,2023-10-31 10:39:18,2.8.0
Malikmuneeb333 Malik333,This is my favorite game,1,2023-10-30 20:29:47,2.8.0
Malik G,I love it,5,2023-11-01 10:30:19,2.8.0
Zaryab Mirza,Nice game,3,2023-10-30 20:45:27,2.8.0
nb bn,      ,5,2023-11-01 10:34:00,2.8.0
My samsung T,Good game But the recent update introduced professionalgrade bots The game commences with bot battles and concludes when the final bot defeated,4,2023-10-30 20:45:32,2.8.0
Saurya Yadav,Scammer se bach ka Bhai,5,2023-10-31 10:31:15,2.8.0
Jr Vic,In my opinion this game is the best game ever I quit Roblox just to play this game this game is realistic,5,2023-10-30 20:45:36,2.8.0
Obo Kizzy,The game is awesome and is very addictive to mei havent play any wonderful like this one But i think they should improve weapons availability,2,2023-10-30 20:46:14,2.8.0
mrkoker 45, ,5,2023-10-31 10:30:53,2.8.0
saroj rijal,Before PUBG is good when you update Event virson then PUBG only bot Playing,5,2023-10-30 20:46:33,2.8.0
abderrahim Dz,Good game,5,2023-10-30 20:47:04,2.8.0
alamgir Khan,My favourite game pubg is bast game,5,2023-10-31 10:30:42,2.8.0
x clan,I Love Pubg,5,2023-10-30 20:47:43,2.8.0
Sudais Khan,Pubg mobile is very good game and l love it,5,2023-10-31 10:27:12,2.8.0
Mitri Mitri,great game,5,2023-10-30 20:51:39,2.8.0
hamza_gaming yt,Its a very cool game I love this game,5,2023-10-30 20:51:54,2.8.0
Meer Rafay Rind,Very good game very interesting game,5,2023-10-30 20:53:38,2.8.0
Manaw Mobile,Good game,5,2023-11-01 15:17:04,2.8.0
Matee Ullah,I am playing this game for 3 years and I enjoy it very well,5,2023-10-31 10:26:53,2.8.0
TONI BRILLIANTO,mantap,5,2023-10-31 10:25:24,2.8.0
fawazm Abu Shbli,           ,4,2023-11-01 10:34:55,2.8.0
Hnin Moe Aung,goodnicebest,5,2023-11-01 15:16:45,2.8.0
Rohan Hossain,Best game for peace of mind,5,2023-10-31 10:24:44,2.8.0
faraz khan,good game,5,2023-10-31 10:35:06,2.8.0
johnrel arellado biogos,Very good addictive game,5,2023-11-01 10:32:15,2.8.0
Singh Vishaal,Outstanding amazing ,5,2023-11-01 15:17:40,2.8.0
Naveed Khan,Started playing long time ago and still enjoying it,5,2023-10-30 20:36:46,2.8.0
Arkan SRT,Love it,5,2023-10-30 20:29:54,2.8.0
Omit Hasan,The vast game of the world,5,2023-10-31 10:36:58,2.8.0
Muhammad Nouman,This game is my heart,5,2023-10-31 10:36:57,2.8.0
Noman Khan,Love you,5,2023-10-30 20:32:18,2.8.0
Pema Ørki,Love it,5,2023-10-30 20:34:45,2.8.0
SnoWolf 79,Would love if a Walther WA 2000 could be considered for inclusion in an update,4,2023-10-30 20:34:56,2.8.0
MaNii KhAnn,Good game ,1,2023-10-30 20:34:58,2.8.0
MSI MSI,koad,1,2023-10-30 20:35:31,2.8.0
zach Yusoff,Its fun but its really really really hard to get skins wanted So dissappointing Avoid this game if you have no intention on spending ucs I have spent thousands all i get was stickers silvers and borrowed items Dissappointed,4,2023-10-31 10:36:52,2.8.0
Lee Macharia,Its actually the best gun game,4,2023-10-30 20:44:22,2.8.0
Sai Nyi Burma,yes im very like,5,2023-10-31 10:35:51,2.8.0
Polashe Sarder,Good,5,2023-10-31 10:35:26,2.8.0
%PM% JOKER% (Israr),I just love this game,5,2023-11-01 15:18:13,2.8.0
Feisal Fadhil,The game experience is so great but please fix the logging in error coz it is annoying sometimes,4,2023-10-30 20:38:50,2.8.0
salauddhin Ayubi,Very nice Game,5,2023-10-30 20:39:00,2.8.0
itsNOT,Oyun almyor ak,5,2023-10-30 20:40:03,2.8.0
nurul Azim misan,I love it,5,2023-10-30 20:43:56,2.8.0
Hilal Ahmad,A best game for every one but the HD graphics are not working in my device,5,2023-11-01 10:30:22,2.8.0
Cabdalle Hassan Abuukar,I love this game,5,2023-11-01 14:49:01,2.8.0
Ikosa Content,Overall best online pvp game ive ever played ive been playing for about 2 years now but the game is just as good as i started,5,2023-11-01 10:46:09,2.8.0
Ashir Khan,One off the best online game I ever played no1 game in the world ,5,2023-10-31 00:32:59,2.8.0
mahmoud ali,GOOOD GOOOD,5,2023-10-30 23:28:25,2.8.0
Mix funny videos,love you pubg,5,2023-11-01 14:10:51,2.8.0
Auma Eve,Good but sometimes lags alot,4,2023-10-30 23:28:49,2.8.0
Abdul Malik,I love this game,5,2023-10-31 08:54:41,2.8.0
Rawa Rawa,the best,5,2023-10-30 23:29:00,2.8.0
SHERIFF USMAN,I like the game but too many cheaters and hackers you loose unfairly sometimes,2,2023-10-31 08:53:52,2.8.0
Afshan Rajput,Ping so high plz fixed it ,2,2023-11-01 14:10:23,2.8.0
Adam Mohamed,     ,5,2023-10-30 23:30:21,2.8.0
Nargis Mukiri,I love you pubg creator ,5,2023-10-31 08:53:37,2.8.0
Or Man,Its the number 1st game in world I like it ,5,2023-11-01 11:12:11,2.8.0
ѕquєzzч єzzч,The Best Game Ever I Played 5 Yeras,5,2023-11-01 14:09:59,2.8.0
Sifatulla Sabir,Pubg is the best game,5,2023-10-30 23:31:24,2.8.0
Yasen Seka,I love puby,5,2023-10-30 23:33:39,2.8.0
admaia Admaia,good,5,2023-10-30 23:36:40,2.8.0
Riaz Ahmad,pubg is life and fun ,5,2023-11-01 14:08:56,2.8.0
Ranz Sacess,Ugh,5,2023-10-30 23:37:28,2.8.0
Litle Fizan,But UC is so expensive ,5,2023-10-31 08:52:52,2.8.0
peter metcalfe,Every game is different It is a lot of fun no matter how you play survival sniper or gun battles if you like full on shooting action or trying out the different features of the themes you can,5,2023-10-30 23:38:16,2.8.0
Arjun Romey,Good,5,2023-10-31 08:51:50,2.8.0
David Brown,Best gameing experience,5,2023-10-30 23:38:18,2.8.0
Londiwe Langa,Okay aint gonna lie Ive been playing Pubg since 2020 my friend introduced me to this action thrilled game and not going to lie Ive enjoyed the game ever since the features the graphics everything thing about the game excites me if the game makers can do a movie go ahead Ill be the first to watch it ,5,2023-10-31 08:51:01,2.8.0
Jupackuto Jalahai,Nice,4,2023-10-31 08:57:47,2.8.0
Hyper Gaming LawKimliong,Walaupun kentang,5,2023-10-31 08:58:14,2.8.0
Mahmudul Mahi,Old version is better,5,2023-10-31 08:50:57,2.8.0
Farazdaq Abo,Good to have great fun times with pubg,4,2023-10-31 08:58:19,2.8.0
Samir Haidary,Good game,5,2023-10-31 09:09:24,2.8.0
Nick Jumalon,i like this game i love it,5,2023-11-01 14:23:09,2.8.0
Faizamen Musa,So realistically Good game,5,2023-10-31 09:09:24,2.8.0
Tanoa Apartments,Game is really enjoyable,5,2023-10-31 09:08:56,2.8.0
Vikramjit Singh,Good,5,2023-10-30 23:16:45,2.8.0
MR Alireza King,nice,5,2023-10-31 09:07:22,2.8.0
Jutt Lahore,This game is so amazing I have no words for him how much it amazing,5,2023-10-31 09:04:45,2.8.0
pakistanigamer,Best game ever,5,2023-11-01 14:22:37,2.8.0
Isah Obubu,Satisfactory,5,2023-10-30 23:20:56,2.8.0
XhaNd BuTt,Hello Dear PUBG MOBILE 4 years ago that i played this game regular If you ad messi eventSo now if you can please ad Cristiano Ronaldo event If you can do this after you can check your game review Thank you,5,2023-10-30 23:21:24,2.8.0
Moeed Amir,Very Nice Game I love This Game,5,2023-11-01 11:09:54,2.8.0
Sushil Sherma,very god,5,2023-10-30 23:22:43,2.8.0
Mohammad Mehedi,My favourite game but tk chude ay game ah,5,2023-10-30 23:24:30,2.8.0
TOMMY PUBG,Good Game,5,2023-11-01 14:22:31,2.8.0
Isaac Mute,PUBG is great to play although there are some bugs and hackers that are still in Hackers can still hack and be great at hiding it,3,2023-10-30 23:27:14,2.8.0
Aru Malueth,This game is amazing ,5,2023-10-30 23:27:56,2.8.0
Sangar Mahamad,Id like the color of the m4 please ,1,2023-11-01 14:16:37,2.8.0
Waseem Khan,Very good experience with pubg,4,2023-11-01 11:11:22,2.8.0
c hristian mboya,I love it 100,5,2023-10-31 09:04:35,2.8.0
Saeedahmad Saeedahmad,I feel enjoy,5,2023-10-31 09:01:24,2.8.0
Lawaris Legend,Awesome,5,2023-10-31 08:59:15,2.8.0
Jahanzaib Rasheed,We want back 2019 pubg,2,2023-11-01 14:04:59,2.8.0
Sahil Sattar (Dj Sahil Sattar),This Is Incredible Lots of fun,5,2023-11-01 14:03:23,2.8.0
danial kakar,The best game of the world,5,2023-11-01 14:47:21,2.8.0
Mody Ahmed,Good ,5,2023-10-31 08:39:14,2.8.0
Hassan Sayed Mega,A very beautiful and powerful game but its only problem is that it becomes addictive after a while and after progressing through the levels,4,2023-10-31 00:01:29,2.8.0
florante dumagan,Great game,5,2023-10-31 00:01:40,2.8.0
Sajid Khan,Best game ever,5,2023-10-31 08:37:48,2.8.0
OUNNA13,I love it but try to take care of poor people who cant buy skins by UC i see too much racism and exploit players to make them have to pay in the world public version of pubg mobile i hope you see this And another point we have to redownload every time all the resources with every update and after that we have issue with seeing all the skins and this take too much mb download try to fix this too,3,2023-10-31 08:36:37,2.8.0
Ontario Miller,Its better than most of the other shooters on mobile phone,4,2023-10-31 00:15:12,2.8.0
anzuman Ankur,one of the best game in mobile platform,5,2023-10-31 00:18:35,2.8.0
aeio yeo,Verry Good,5,2023-10-31 00:22:03,2.8.0
Gaoyan balolang Gallente,Great,2,2023-10-31 08:36:14,2.8.0
Anas Butt,Good game,4,2023-10-31 00:24:55,2.8.0
washim Akram,superhit,5,2023-10-31 08:34:15,2.8.0
PK TV HD,Nice,5,2023-10-31 00:28:04,2.8.0
Uzair Shah,I love it but pubg help me and give uc thats i buy m416 glacier,5,2023-10-31 00:29:57,2.8.0
Lucas ZAS,The best FPS game ever,5,2023-11-01 11:24:31,2.8.0
Rong Xian Tay,Another Halloween when will the infection mode return I miss it,4,2023-10-31 08:34:08,2.8.0
Zafeerah,Best,5,2023-10-31 00:31:08,2.8.0
OSCAR IVAN MIRANDA TAPIA,The best game for any KID That like to have a little fun,5,2023-10-31 00:32:08,2.8.0
Grove Street,Very fun,5,2023-10-31 08:30:34,2.8.0
Hussien Elgomhory,My Fav Game ,5,2023-10-31 00:32:24,2.8.0
Arllan Muhi,This game nails it,5,2023-10-31 00:32:50,2.8.0
Travis Ogonda,nice,5,2023-11-01 11:26:27,2.8.0
Kenny Pierce,Best game ever Graphics are great The audio is great Cant get enough,5,2023-10-30 23:57:51,2.8.0
Olbert Alvarez,The game was good until karakin was brought in For people that dont spend all there money on games it really sucks whe you remove maps that are designed for high points When livik was introduced it was good for various reasons One big one is the mutiple terrain environments allowing several tactics and costume changes,4,2023-10-30 23:57:26,2.8.0
Larry McComas,A great game to play has its moments of frustration but overall when you see that Winner Winner its worth it,5,2023-10-30 23:39:38,2.8.0
Kyle Sullano,This game is very addicted,5,2023-10-30 23:57:20,2.8.0
Gaurav Bhanot,Die hard fan for this game,5,2023-11-01 11:15:44,2.8.0
hamed elnor, ,5,2023-10-31 08:50:17,2.8.0
Mohamad Al abood,  ,5,2023-10-30 23:42:00,2.8.0
Seth Sebastian,Nice game,4,2023-10-31 08:49:36,2.8.0
Chidera Ogbo,Remove the red zone,5,2023-10-31 08:45:50,2.8.0
sworam06 sworam06,Pubg is the best game   inthe world ,5,2023-10-30 23:47:31,2.8.0
"Marabillo, Cheska",i love this game ,5,2023-10-31 08:43:10,2.8.0
_الجوكر_aljukr_, ,5,2023-10-30 23:47:32,2.8.0
Branko Ivankovic,Nub,5,2023-11-01 11:18:49,2.8.0
Shariq Jutt,Pls give me galshear skin game is very good,5,2023-10-31 08:42:43,2.8.0
Arba Nizami,Nice game really enjoyed,5,2023-11-01 11:21:00,2.8.0
Calvin Darion,Do I have to explain Amazing nothing else,5,2023-10-31 08:42:35,2.8.0
Timiona Temahaga,Love this game abet lagging if not awesome game,5,2023-10-30 23:47:47,2.8.0
Bivek Sahani,This game is osham in graphics and it is like realistic graphics thank youfor making this much better game,5,2023-10-31 08:40:48,2.8.0
Kc Bacquel,Good Games,5,2023-11-01 14:01:38,2.8.0
Dixionet Aponte,I love this game and I have been playing it For exactly five years and it never Amazed me even though I did Is took a break from the game for like a couple of months But I do get back on the game again So I will give this a 5 store Because this has been the game that changed my life When the first released,5,2023-10-30 23:49:24,2.8.0
LEO MANAYAN (Oleyooo),I love pubg mobile,5,2023-10-30 23:49:37,2.8.0
Ethwal Buchanan,Best mobile game out there,5,2023-10-30 23:51:53,2.8.0
Chola Chileshe,Amazing,5,2023-11-01 11:22:10,2.8.0
Dazai ken,     ,5,2023-10-30 23:53:27,2.8.0
Sahar Aman,Wow,5,2023-10-30 23:14:36,2.8.0
Ayaz Khan,Very best game,5,2023-10-31 09:11:44,2.8.0
Histam Ali,Imisspubf icantdonotplayingpubgbutislegendgametolegend,2,2023-10-31 09:11:52,2.8.0
Mary Joy Quinio,This is a good game,5,2023-10-30 22:23:21,2.8.0
William,Love it can play it anywhere,5,2023-10-30 22:27:08,2.8.0
Maahi Mughal,This game is really enjoyful,5,2023-10-31 09:31:10,2.8.0
usman shahid,All time 3D action game All time favourite game,5,2023-10-30 22:30:12,2.8.0
Mukesh Rajbanshi,Nice Game,5,2023-11-01 14:42:04,2.8.0
Ossama Ammar,dasdf,5,2023-11-01 10:56:28,2.8.0
محمد العودي,    ,1,2023-10-30 22:31:52,2.8.0
Brazon Alban,I love this game,4,2023-10-30 22:31:59,2.8.0
Denis Rodriguez,It seems real,5,2023-10-30 22:32:15,2.8.0
Atef Kamal, ,5,2023-10-30 22:33:27,2.8.0
Banayot Khair,We want the power armour mode back ,5,2023-10-30 22:33:29,2.8.0
Gholam Haidar,This game is very nice I am playing and enjoyeding,5,2023-10-30 22:35:22,2.8.0
farhan sheikh,Love of Life,5,2023-10-30 22:37:43,2.8.0
Ahmed watany,Best game,5,2023-10-30 22:38:20,2.8.0
Lewis Kimn,the game has very good graphicsit was good at the very beginning then it started being buggy n choppyeven though the network is strong the game has alot of luggsplus getting uc is very expensive,3,2023-10-31 09:28:48,2.8.0
Champu Champutiya,Pubg was good thing I love my pubg,5,2023-11-01 14:41:33,2.8.0
Jay Kgosana,Its awesome love it,5,2023-10-31 09:28:19,2.8.0
Ramil Maldevia Años,This is a great game ever ,5,2023-10-30 22:43:19,2.8.0
Rk Tricks,My favourite game,5,2023-10-31 09:27:31,2.8.0
Henison Heve,Best of the best,5,2023-10-30 22:23:47,2.8.0
Mr Saidur,New,5,2023-10-30 22:19:17,2.8.0
Mitchell Wanjiku,I started playing pubg in December and ever since Ive been in love with it Its my favourite game,5,2023-10-30 23:13:53,2.8.0
Shahab Khan,I love this game,5,2023-11-01 14:45:38,2.8.0
Eldrek Galicia,Huj,5,2023-11-01 10:47:07,2.8.0
Ĵômâř Ŝâłvâ,This game is so beautiful,5,2023-10-30 22:06:08,2.8.0
Kamran Khan,I love PUBG MOBILE,5,2023-10-30 22:06:50,2.8.0
SADDAM HUSSAIN AFRIDI,I very very like this game,5,2023-10-31 09:42:11,2.8.0
Reid Kera,Love it,4,2023-10-30 22:07:34,2.8.0
Nanai Mgeri,Not bad,5,2023-10-31 09:42:06,2.8.0
Garfield Bryan,Better and more realistic than COD,5,2023-10-30 22:08:07,2.8.0
